,symbol,name,currency,summary,category_group,category,family,exchange,market
18565,JBSICX.SW,Swisscanto ETF Precious Metal - Swisscanto ETF Precious Metal Physical Silver CHF AX,CHF,"The fund invests in physical silver in the form of standard bars (approx. 30 kg or around 1000 ounces). The investment objective is to reflect silver&#39;s performance in the long-term after deduction of the running costs. An investment in the fund is an effective alternative to a direct investment in physical silver. The share classes which are not denominated in USD (CHF, EUR & GBP), feature currency hedging against the USD. Investors of the share class A have the possibility to payments in kind from 1 kg of silver.",,,GAM Investment Management,EBS,ch_market
18566,JBSIEA.SW,Julius Baer Precious Metals - Julius Baer Physical Silver Fund,EUR,,,,,EBS,ch_market
18567,JBSIGA.SW,Julius Baer Precious Metals - Julius Baer Physical Silver Fund,GBP,,,,,EBS,ch_market
18568,JBSIUA.SW,Julius Baer Precious Metals - Julius Baer Physical Silver Fund,USD,,,,,EBS,ch_market
18569,JBSIUX.SW,Julius Baer Precious Metals - Julius Baer Physical Silver Fund,USD,,,,,EBS,ch_market
18585,JE13.SW,JPM BetaBuilders EUR Govt Bond 1-3 yr UCITS ETF - EUR (acc),EUR,The Sub-Fund aims to provide an exposure to the performance of Euro-denominated bonds that have been issued by governments of Eurozone countries with a maturity of between one and three years.,,,JPMorgan Asset Management,EBS,ch_market
18599,JEST.SW,JPM EUR Ultra-Short Income UCITS ETF – EUR (acc),EUR,The objective of the Sub-Fund is to provide current income while seeking to maintain a low volatility of principal.,,,JPMorgan Asset Management,EBS,ch_market
18609,JGHY.SW,Jpmorgan Etfs (Ireland) Icav - Global High Yield Corporate Bond Multi-Factor ETF,USD,,,,,EBS,ch_market
18738,JIGB.SW,Jpmorgan ETFs Ireland ICAV - Jpm Usd Corporate Bond Research Enhanced Index Ucits ETF,USD,,,,,EBS,ch_market
18840,JMBA.SW,JPMorgan ETFs (Ireland) ICAV - Emerging Markets Bond UCITS ETF,USD,,,,,EBS,ch_market
18841,JMBC.SW,Jpmorgan ETFs Ireland Icav - Usd Emerging Markets Sovereign Bond Ucits ETF,CHF,,,,,EBS,ch_market
18848,JMBE.SW,JPMorgan ETFs (Ireland) ICAV - Emerging Markets Bond UCITS ETF,EUR,,,,,EBS,ch_market
18876,JNKE.SW,SPDR Bloomberg Barclays Euro High Yield Bond UCITS ETF,CHF,"The objective of the SPDR Barclays Euro High Yield Bond UCITS ETF is to track the performance of the fixed-rate, Euro-denominated high yield corporate bond market. It aims to do this by tracking the performance of the Barclays Liquidity Screened Euro High Yield Bond Index as closely as possible.",,,State Street Global Advisors,EBS,ch_market
18954,JPCT.SW,Jpmorgan ETFs Ireland ICAV - Carbon Transition Global Equity Ucits ETF,USD,,,,,EBS,ch_market
18957,JPEA.SW,iShares J.P. Morgan $ EM Bond UCITS ETF USD (Acc),CHF,"The fund is an exchange traded fund (ETF) that aims to track the performance of the JP Morgan Emerging Markets Bond Index Global Core Index as closely as possible.
The ETF invests in physical index securities. The JP Morgan Emerging Markets Bond Index Global Core Index offers exposure to US Dollar denominated sovereign and quasi-sovereign bonds from Emerging Markets countries. Only bonds with a minimum remaining time to maturity of two and a half years at inclusion and a minimum amount outstanding of $500 million are included in the index. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",,,BlackRock Asset Management,EBS,ch_market
18964,JPEUR.SW,UBS(Lux)Fund Solutions &#226;&#128;&#147; MSCI Japan UCITS ETF(hedged EUR)A-dis,EUR,"The sub-fund aims to track, before expenses, the price and income performance of the price of the MSCI Japan Index (Net Return) (this sub-fund&#39;s ""Index""). Additionally currency hedged share classes aim to reduce the impact of currency fluctuations between their reference currency and the index currency by selling currency forwards at the one-month forward rate in accordance with the hedging methodology of the Index&#39;s currency-hedged index variant as referred to in relation to each hedged share class below.",,,UBS Asset Management,EBS,ch_market
18966,JPGBPA.SW,UBS ETF - MSCI Japan UCITS ETF (hedged to GBP) A-acc,GBP,"The sub-fund aims to track, before expenses, the price and income performance of the price of the MSCI Japan Index (Net Return) (this sub-fund&#39;s ""index""). The index is rebalanced on a quarterly basis and may also be rebalanced at other times in order to comply with applicable investment restrictions or to reflect corporate activity such as mergers and acquisitions.",,,UBS Asset Management,EBS,ch_market
18967,JPGBPD.SW,UBS ETF - MSCI Japan UCITS ETF (hedged to GBP) A-dis,GBP,"The sub-fund aims to track, before expenses, the price and income performance of the price of the MSCI Japan Index (Net Return) (this sub-fund&#39;s ""index""). The index is rebalanced on a quarterly basis and may also be rebalanced at other times in order to comply with applicable investment restrictions or to reflect corporate activity such as mergers and acquisitions.",,,UBS Asset Management,EBS,ch_market
18974,JPGL.SW,JPmorgan ETFs Ireland Icav - Global Equity Multi-Factor Ucits ETF,USD,The Sub-Fund seeks to provide returns that correspond to those of its Index.,,,JPMorgan Asset Management,EBS,ch_market
18976,JPHC.SW,Amundi Index Solutions - Amundi JPX-Nikkei 400 UCITS ETF-C CHF Hedged,CHF,"To track the performance of JPX-Nikkei 400 Index, and to minimize the
tracking error between the net asset value of the sub-fund and the
performance of the Index.",,,Amundi Asset Management,EBS,ch_market
18979,JPHE.SW,Amundi Index Solutions - Amundi JPX-Nikkei 400 UCITS ETF-C EUR Hedged,EUR,"To track the performance of JPX-Nikkei 400 Index, and to minimize the
tracking error between the net asset value of the sub-fund and the
performance of the Index.",,,Amundi Asset Management,EBS,ch_market
18984,JPHU.SW,Amundi Index Solutions - Amundi JPX-Nikkei 400 UCITS ETF-C USD Hedged,USD,"To track the performance of JPX-Nikkei 400 Index, and to minimize the
tracking error between the net asset value of the sub-fund and the
performance of the Index.",,,Amundi Asset Management,EBS,ch_market
19142,JPMB.SW,JPMorgan ETFs (Ireland) ICAV - Emerging Markets Bond UCITS ETF,USD,,,,,EBS,ch_market
19150,JPNA.SW,UBS ETF - MSCI Japan UCITS ETF (JPY) A-acc,JPY,"The sub-fund aims to track, before expenses, the price and income performance of the price of the MSCI Japan Index (Net Return) (this sub-fund&#39;s ""index""). The index is rebalanced on a quarterly basis and may also be rebalanced at other times in order to comply with applicable investment restrictions or to reflect corporate activity such as mergers and acquisitions.",,,UBS Asset Management,EBS,ch_market
19152,JPNC.SW,Lyxor Japan (Topix) (DR) UCITS ETF Dist EUR,CHF,"The Lyxor Japan (TOPIX) (DR) UCITS ETF is a UCITS compliant exchange traded fund that aims to track the benchmark index Topix Total Return Index JPY.Topix Total Return Index JPY is a free-float adjusted market capitalization-weighted index that is calculated based on all the domestic common stocks listed on the TSE First SectionLyxor ETFs are efficient investment vehicles listed on exchange that offer transparent, liquid and low-cost exposure to the underlying benchmark index.",,,Lyxor International Asset Management,EBS,ch_market
19153,JPNCHF.SW,UBS(Lux)Fund Solutions &#226;&#128;&#147; MSCI Japan UCITS ETF(hedged CHF)A-acc,CHF,"The sub-fund aims to track, before expenses, the price and income performance of the price of the MSCI Japan Index (Net Return) (this sub-fund&#39;s ""Index""). Additionally currency hedged share classes aim to reduce the impact of currency fluctuations between their reference currency and the index currency by selling currency forwards at the one-month forward rate in accordance with the hedging methodology of the Index&#39;s currency-hedged index variant as referred to in relation to each hedged share class below.",,,UBS Asset Management,EBS,ch_market
19168,JPNH.SW,Lyxor UCITS ETF Japan (TOPIX),EUR,,,,,EBS,ch_market
19169,JPNJPA-JPY.SW,UBSETF MSCI JAPAN JPY DIS,JPY,,,,,EBS,ch_market
19170,JPNJPA.SW,UBS(Lux)Fund Solutions &#226;&#128;&#147; MSCI Japan UCITS ETF(JPY)A-dis,CHF,"The sub-fund aims to track, before expenses, the price and income performance of the price of the MSCI Japan Index (Net Return) (this sub-fund&#39;s ""Index""). Additionally currency hedged share classes aim to reduce the impact of currency fluctuations between their reference currency and the index currency by selling currency forwards at the one-month forward rate in accordance with the hedging methodology of the Index&#39;s currency-hedged index variant as referred to in relation to each hedged share class below.",,,UBS Asset Management,EBS,ch_market
19173,JPNK.SW,Amundi Index Solutions - Amundi JPX-Nikkei 400 UCITS ETF-C EUR,EUR,"To track the performance of JPX-Nikkei 400 Index, and to minimize the
tracking error between the net asset value of the sub-fund and the
performance of the Index.",,,Amundi Asset Management,EBS,ch_market
19176,JPNUKD.SW,UBS(Lux)Fund Solutions &#226;&#128;&#147; MSCI Japan UCITS ETF(JPY)A-UKdis,JPY,"The sub-fund aims to track, before expenses, the price and income performance of the price of the MSCI Japan Index (Net Return) (this sub-fund&#39;s ""Index""). Additionally currency hedged share classes aim to reduce the impact of currency fluctuations between their reference currency and the index currency by selling currency forwards at the one-month forward rate in accordance with the hedging methodology of the Index&#39;s currency-hedged index variant as referred to in relation to each hedged share class below.",,,UBS Asset Management,EBS,ch_market
19179,JPNY.SW,Amundi Index Solutions - Amundi JPX-Nikkei 400 UCITS ETF-C JPY,JPY,"To track the performance of JPX-Nikkei 400 Index, and to minimize the
tracking error between the net asset value of the sub-fund and the
performance of the Index.",,,Amundi Asset Management,EBS,ch_market
19189,JPSA.SW,JPM USD Ultra-Short Income ETF USD Acc,USD,The Sub-Fund aims to provide current income while seeking to maintain a low volatility of principal.,,,JPMorgan Asset Management,EBS,ch_market
19194,JPSR.SW,UBS ETF - MSCI Japan Socially Responsible UCITS ETF (JPY) A-dis,JPY,The sub-fund will take proportionate exposure on the components of the MSCI Japan SRI 5% Issuer Capped Index (Net Return) either through direct investments in all or substantially all of the component securities and/or through the use of derivatives in particular where it may not be possible or practicable to replicate the index through direct investments or in order to generate efficiencies in gaining exposure to the index.,,,UBS Asset Management,EBS,ch_market
19195,JPSRA.SW,UBS(Lux)Fund Solutions &#226;&#128;&#147; MSCI Japan Socially Responsible UCITS ETF(JPY)A-acc,JPY,"The sub-fund aims to track, before expenses, the price and income performance of the MSCI Japan SRI Low Carbon Select 5% Issuer Capped Index (Net Return) (this sub-fund&#39;s ""Index""). Additionally currency hedged share classes aim to reduce the impact of currency fluctuations between their reference currency and the index currency by selling currency forwards at the one-month forward rate in accordance with the hedging methodology of the Index&#39;s currency-hedged index variant as referred to in relation to each hedged share class below.",,,UBS Asset Management,EBS,ch_market
19197,JPSRE.SW,UBS ETF - MSCI Japan Socially Responsible UCITS ETF (hedged to EUR) A-acc,EUR,The sub-fund will take proportionate exposure on the components of the MSCI Japan SRI 5% Issuer Capped Index (Net Return) either through direct investments in all or substantially all of the component securities and/or through the use of derivatives in particular where it may not be possible or practicable to replicate the index through direct investments or in order to generate efficiencies in gaining exposure to the index.,,,UBS Asset Management,EBS,ch_market
19198,JPSRT.SW,UBS(Lux)Fund Solutions &#226;&#128;&#147; MSCI Japan Socially Responsible UCITS ETF(hedged CHF)A-dis,CHF,"The sub-fund aims to track, before expenses, the price and income performance of the MSCI Japan SRI Low Carbon Select 5% Issuer Capped Index (Net Return) (this sub-fund&#39;s ""Index""). Additionally currency hedged share classes aim to reduce the impact of currency fluctuations between their reference currency and the index currency by selling currency forwards at the one-month forward rate in accordance with the hedging methodology of the Index&#39;s currency-hedged index variant as referred to in relation to each hedged share class below.",,,UBS Asset Management,EBS,ch_market
19199,JPSRU.SW,UBS(Lux)Fund Solutions &#226;&#128;&#147; MSCI Japan Socially Responsible UCITS ETF(hedged USD)A-acc,USD,"The sub-fund aims to track, before expenses, the price and income performance of the MSCI Japan SRI Low Carbon Select 5% Issuer Capped Index (Net Return) (this sub-fund&#39;s ""Index""). Additionally currency hedged share classes aim to reduce the impact of currency fluctuations between their reference currency and the index currency by selling currency forwards at the one-month forward rate in accordance with the hedging methodology of the Index&#39;s currency-hedged index variant as referred to in relation to each hedged share class below.",,,UBS Asset Management,EBS,ch_market
19203,JPST.SW,JPMorgan ETFs (Ireland) ICAV - Ultra-Short Income UCITS ETF,USD,,,,,EBS,ch_market
19211,JPUS.SW,JPM US Equity Multi-Factor UCITS ETF USD Acc,USD,The Sub-Fund seeks to provide returns that correspond to those of its Index,,,JPMorgan Asset Management,EBS,ch_market
19212,JPUSD.SW,UBS(Lux)Fund Solutions &#226;&#128;&#147; MSCI Japan UCITS ETF(hedged USD)A-acc,USD,"The sub-fund aims to track, before expenses, the price and income performance of the price of the MSCI Japan Index (Net Return) (this sub-fund&#39;s ""Index""). Additionally currency hedged share classes aim to reduce the impact of currency fluctuations between their reference currency and the index currency by selling currency forwards at the one-month forward rate in accordance with the hedging methodology of the Index&#39;s currency-hedged index variant as referred to in relation to each hedged share class below.",,,UBS Asset Management,EBS,ch_market
19215,JPXC.SW,Lyxor JPX-Nikkei 400 (DR) UCITS ETF - Daily Hedged C-CHF,CHF,"The Lyxor JPX-Nikkei 400 (DR) UCITS ETF is a UCITS compliant exchange traded fund that aims to track the benchmark index JPX Nikkei NTR Index. The JPX-Nikkei 400 NTR is providing exposure to the performance of 400 companies listed on Tokyo Stock Exchange, with a high appeal to investors meeting special requirements in terms of efficient use of capital and investors-focused management perspective. Lyxor ETFs are efficient investment vehicles listed on exchange that offer transparent, liquid and low-cost exposure to the underlying benchmark index.",,,Lyxor International Asset Management,EBS,ch_market
19338,JREB.SW,JPMorgan ETFs (Ireland) ICAV - EUR Corporate Bond Research Enhanced Index UCITS ETF,EUR,,,,,EBS,ch_market
19344,JREE.SW,JPMorgan ETFs (Ireland) ICAV - Europe Research Enhanced Index Equity UCITS ETF,EUR,"The objective of the Sub-Fund is to achieve a long-term return in excess of
the Benchmark by actively investing primarily in a portfolio of European companies.",,,JPMorgan Asset Management,EBS,ch_market
19351,JREG.SW,JPMorgan ETFs (Ireland) ICAV - Global Research Enhanced Index Equity Fund,USD,"The objective of the Sub-Fund is to achieve a long-term return in excess of
the Benchmark by actively investing primarily in a portfolio of companies, globally.",,,JPMorgan Asset Management,EBS,ch_market
19357,JREM.SW,JPMorgan ETFs (Ireland) ICAV - Global Emerging Markets Research Enhanced Index Equity Fund,USD,The objective of the Sub-Fund is to achieve a long-term return in excess of the Benchmark by actively investing primarily in a portfolio of emerging market companies.,,,JPMorgan Asset Management,EBS,ch_market
19363,JREU.SW,JPMorgan ETFs (Ireland) ICAV - US Research Enhanced Index Equity UCITS ETF - USD (acc),USD,"The objective of the Sub-Fund is to achieve a long-term return in excess of the
Benchmark by actively investing primarily in a portfolio of US companies.",,,JPMorgan Asset Management,EBS,ch_market
19370,JRUB.SW,Jpmorgan ETFs Ireland ICAV - Jpm Usd Corporate Bond Research Enhanced Index Ucits ETF,USD,,,,,EBS,ch_market
19473,JU13.SW,JPM BetaBuilders US Treasury Bond 1-3 yr UCITS ETF - USD (acc),USD,The objective of the Sub-Fund is to provide an exposure to the performance of US Dollar-denominated fixed rate government bonds issued by the US Treasury with a maturity of between one and three years.,,,JPMorgan Asset Management,EBS,ch_market
19747,KEYS.SW,21Shares Bitwise Select 10 Large Cap Crypto Index ETP,USD,Bitwise Select 10 Large Cap Crypto,,,21Shares,EBS,ch_market
19950,LBRES.SW,Lyxor Index Fund - Lyxor Stoxx Europe 600 Basic Resources UCITS ETF,CHF,,,,,EBS,ch_market
19963,LCCN.SW,Lyxor MSCI China UCITS ETF - Acc,CHF,"The Lyxor MSCI China UCITS ETF - Acc is a UCITS compliant exchange traded fund that aims to track the MSCI China Net Total Return USD Index.
The index captures large and mid caps across China A shares, H shares, B shares, Red chips, P chips and foreign listings (e.g. ADRs) and covers about 85% of the Chinese equity universe. Large cap A shares are represented at 5% of their free float adjusted market capitalisation (on September 2018).",,,Lyxor International Asset Management,EBS,ch_market
19970,LCEU.SW,BNP Paribas Easy - Low Carbon 100 Europe,EUR,,,,BNP Paribas Asset Management,EBS,ch_market
20054,LDCC.SW,PIMCO Low Duration US Corporate Bond Source Ucits ETF CHF (Hedged) Acc,CHF,"The PIMCO Low Duration US Corporate Bond Source UCITS ETF (the âFundâ) seeks to maximise total return, consistent with prudent investment management. The Fund is actively managed by PIMCO and invests primarily in a diversifi ed portfolio of US Dollar denominated investment grade corporate Fixed Income instruments. Portfolio duration may vary between 0-4 years. The Fund may tactically invest up to 10% of assets in below-investment grade issues and non-US Dollar denominated currency exposure. It may invest up to 20% of assets in emerging market fi xed income instruments.",,,PIMCO Global Advisors,EBS,ch_market
20060,LDCE.SW,PIMCO Fixed Income Source ETFs plc - PIMCO Low Duration Euro Corporate Bond Source UCITS ETF,EUR,,,,,EBS,ch_market
20063,LDCU.SW,PIMCO Fixed Income Source ETFs plc - PIMCO Low Duration US Corporate Bond Source UCITS ETF,USD,,,,,EBS,ch_market
20100,LEMC.SW,Lyxor MSCI Emerging Markets UCITS ETF Acc EUR,CHF,"The Lyxor MSCI Emerging Markets UCITS ETF is a UCITS compliant exchange traded fund that aims to track the benchmark index MSCI Emerging Markets Net Total Return Index.The MSCI Emerging Markets Net Total Return Index is a free float-adjusted market capitalization index that is designed to measure equity market performance of emerging markets. The MSCI Total Return Indices measure the market performance, including both price performance and income from dividend payments. For more information please refer to www.msci.comLyxor ETFs are efficient investment vehicles listed on exchange that offer transparent, liquid and low-cost exposure to the underlying benchmark index.",,,Lyxor International Asset Management,EBS,ch_market
20114,LERN.SW,Rize Education Tech and Digital Learning UCITS ETF A USD,CHF,"The investment objective of the Fund is to provide exposure to publicly-listed companies from across the world that are involved in the education tech and digital learning industry by replicating the performance of the Foxberry HolonIQ Education Tech and Digital Learning USD Net Total Return Index (the ""Index"").",,,Davy Global Fund Management,EBS,ch_market
20182,LGOV.SW,SPDR Bloomberg Barclays 10+ Year Euro Government Bond UCITS ETF,EUR,"The objective of the Fund is to track the performance of the long-dated Eurozone government bond market. It aims to do this by tracking the performance of the Barclays Euro 10+ Year Treasury Bond Index (the ""Index"") as closely as possible.",,,State Street Global Advisors,EBS,ch_market
20252,LHLT.SW,Lyxor Index Fund - Lyxor STOXX Europe 600 Healthcare UCITS ETF,CHF,,,,,EBS,ch_market
20286,LITE-EUR.SW,CoinShares Physical Litecoin,EUR,,,,CoinShares,EBS,ch_market
20287,LITE-USD.SW,CoinShares Physical Litecoin,USD,,,,CoinShares,EBS,ch_market
20288,LITE.SW,CoinShares Physical Litecoin,CHF,,,,CoinShares,EBS,ch_market
20297,LJPN.SW,Lyxor Core MSCI Japan (DR) UCITS ETF 2,CHF,"The Lyxor Core MSCI Japan (DR) UCITS ETF - Acc is a UCITS compliant exchange traded fund that aims to track the MSCI Japan Net Total Return Index.
The index is designed to represent the performance of the large and mid cap segment of the Japanese equity market. It covers approximately 85% of the free float-adjusted market capitalisation in Japan.",,,Lyxor International Asset Management,EBS,ch_market
20430,LOCK.SW,iShares IV Public Limited Company - iShares Digital Security UCITS ETF,USD,"The Share Class is a share class of the Fund which aims to achieve a return on your investment, through a combination of capital growth and income on the Fund’s
assets, which reflects the return of the STOXX Global Digital Security Index, the Fund’s benchmark index (Index).",,,BlackRock Asset Management,EBS,ch_market
20471,LOWV.SW,SPDR S&amp;P 500 Low Volatility UCITS ETF,CHF,The objective of the SPDR S&P 500 Low Volatility UCITS ETF is to track the equity market performance of large US companies which historically have exhibited low volatility characteristics. It aims to do this by tracking the S&P 500 Low Volatility Index as closely as possible.,,,State Street Global Advisors,EBS,ch_market
20600,LQCE.SW,iShares $ Corp Bond UCITS ETF CHF Hedged (Acc),CHF,"The investment objective of this Fund is to provide investors with a total return, taking into account both capital and income returns, which reflects the total return of the Markit iBoxx USD Liquid Investment Grade Index. In order to achieve this investment objective, the investment policy of the Fund is to invest in a portfolio of fixed income securities that as far as possible and practicable consist of the component securities of the Markit iBoxx USD Liquid Investment Grade Index, this Fundâs Benchmark Index.",,,BlackRock Asset Management,EBS,ch_market
20605,LQDA.SW,iShares Public Limited Company - iShares $ Corp Bond UCITS ETF,CHF,,,,,EBS,ch_market
20609,LQDE.SW,iShares $ Corp Bond UCITS ETF USD (Dist),USD,"The investment objective of this Fund is to provide investors with a total return, taking into account both capital and income returns, which reflects the total return of the Markit iBoxx USD Liquid Investment Grade Index. In order to achieve this investment objective, the investment policy of the Fund is to invest in a portfolio of fixed income securities that as far as possible and practicable consist of the component securities of the Markit iBoxx USD Liquid Investment Grade Index, this Fundâs Benchmark Index.",,,BlackRock Asset Management,EBS,ch_market
20615,LQDH.SW,iShares $ Corp Bond Interest Rate Hedged UCITS ETF USD (Dist),CHF,"The investment objective of the Fund is to provide investors with a total return, taking into account both capital and income returns, which reflects the return of the Markit iBoxx USD Liquid Investment Grade Interest Rate Hedged Index. In order to achieve this investment objective, the investment policy of the Fund is to invest in a portfolio of fixed income securities that, as far as possible and practicable, consist of the component securities of the Markit iBoxx USD Liquid Investment Grade Index and US treasury bond futures contracts that, as far as possible and practicable, track the hedging methodology of the Markit iBoxx USD Liquid Investment Grade Interest Rate Hedged Index, this Fundâs Benchmark Index. The hedging methodology consists of selling US Treasury bond futures contracts in order to hedge the underlying US treasury bond yield risk.",,,BlackRock Asset Management,EBS,ch_market
20705,LTAM.SW,iShares II Public Limited Company - iShares MSCI EM Latin America UCITS ETF,USD,,,,,EBS,ch_market
20862,LUSAC.SW,Multi Units France - Lyxor MSCI USA UCITS ETF,CHF,,,,,EBS,ch_market
20865,LUSC.SW,SSgA SPDR ETFs Europe I Public Limited Company -SPDR Barclays 10+ Year U.S. Corporate Bond UCITS ETF,USD,,,,,EBS,ch_market
20880,LUTR.SW,SPDR Bloomberg Barclays 10+ Year U.S. Treasury Bond UCITS ETF,USD,"The investment objective of the Fund is to track the performance of the long dated, U.S. Treasury bond market. It aims to do this by tracking the performance of the Barclays U.S. 10+ Year Treasury Bond Index (the ""Index"") as closely as possible.",,,State Street Global Advisors,EBS,ch_market
20885,LUXU.SW,Amundi Index Solutions - Amundi S&amp;P Global Luxury ETF-C USD,USD,"To track the performance of S&P Global Luxury Index, and to minimize
the tracking error between the net asset value of the sub-fund and the
performance of the Index.",,,Amundi Asset Management,EBS,ch_market
20976,LYAEJ.SW,Multi Units Luxembourg - Lyxor MSCI AC Asia Pacific Ex Japan UCITS ETF,USD,,,,,EBS,ch_market
20977,LYASC.SW,Lyxor China Enterprise (HSCEI) UCITS ETF - Dist-USD,CHF,"The investment objective of the MULTI UNITS LUXEMBOURG â Lyxor China Enterprise (HSCEI) UCITS ETF (the ""Sub-Fund"") is to track both the upward and the downward evolution of the Hang Seng China Enterprises Index Net Total Return index (the ""Index"") denominated in Hong Kong dollars (HKD), and representative of the major Chinese equities known as ""H-shares, while minimizing the volatility of the difference between the return of the Sub-Fund and the return of the Index (the ""Tracking Error"").",,,Lyxor International Asset Management,EBS,ch_market
20978,LYASI.SW,Multi Units Luxembourg - Lyxor China Enterprise (HSCEI) UCITS ETF,USD,,,,,EBS,ch_market
20988,LYBNK.SW,Lyxor Index Fund - Lyxor Stoxx Europe 600 Banks UCITS ETF,EUR,,,,,EBS,ch_market
20989,LYBRE.SW,Lyxor Index Fund - Lyxor Stoxx Europe 600 Basic Resources UCITS ETF,EUR,,,,,EBS,ch_market
20990,LYCEC.SW,Lyxor MSCI Eastern Europe ex Russia UCITS ETF Acc,EUR,"The investment objective of the MULTI
UNITS LUXEMBOURG â Lyxor MSCI
Eastern Europe Ex Russia UCITS ETF
(the âSub-Fundâ) is to track both the upward
and the downward evolution of the MSCI
EM Eastern Europe ex Russia Net Total
Return index (the âIndexâ) denominated in
Euros and representative of the equity
markets of emerging markets countries in
Eastern Europe excluding Russia, while
minimizing the volatility of the difference
between the return of the Sub-Fund and the
return of the Index (the âTracking Errorâ).",,,Lyxor International Asset Management,EBS,ch_market
20991,LYCNB.SW,Lyxor Euro Corporate Bond Ex Financials UCITS ETF P Acc,EUR,"The investment objective of the MULTI UNITS LUXEMBOURG – Lyxor Euro Corporate Bond Ex Financials UCITS ETF (the “Sub-Fund”) is to track both the upward and the downward evolution of the Bloomberg Barclays MSCI EUR Corporate Liquid ex Financial SRI Sustainable Index (the “Index”) denominated in Euros and representative of the performance of the non-financial investment grade corporate bond market denominated in Euros, while minimizing the volatility of the difference between the return of the Sub-Fund and the return of the Index (the “Tracking Error”).",,,Lyxor International Asset Management,EBS,ch_market
20992,LYCODW.SW,Lyxor MSCI World Consumer Discretionary TR UCITS ETF - C-USD,USD,"The Sub-Fund is an index-tracking UCITS passively managed. The Reference Currency of the Sub-Fund is the Euro (EUR). The investment objective of sub-fund is to track both the upward and the downward evolution of the MSCI World Consumer Discretionary Index â Net Total Return (the ""Index"") denominated in US Dollars - while minimising the volatility of the difference between the return of the Sub-Fund and the return of the Index (the âTracking Errorâ). The anticipated level of the tracking error under normal market conditions is expected to be up to 0.50%.",,,Lyxor International Asset Management,EBS,ch_market
20993,LYCOSW.SW,Lyxor MSCI World Consumer Staples TR UCITS ETF - C-USD,USD,"The Lyxor MSCI World Consumer Staples TR UCITS ETF is a UCITS compliant exchange traded fund that aims to track the benchmark index MSCI WORLD CONSUMER STAPLES TR. The MSCI World Consumer Staples Index is a free float-adjusted market capitalization index that is designed to measure the investable universe and the performance of the Consumer Staples listed companies. It is designed to cover large and mid cap securities and is constructed using the MSCI Global Investable Market Index (GIMI) methodology to match the size, liquidity and minimum free float criteria. Lyxor ETFs are efficient investment vehicles listed on exchange that offer transparent, liquid and low-cost exposure to the underlying benchmark index.",,,Lyxor International Asset Management,EBS,ch_market
20994,LYCRN.SW,Multi Units Luxembourg - Lyxor Thomson Reuters/CoreCommodity CRB Ex-Energy TR UCITS ETF,USD,,,,,EBS,ch_market
20995,LYCRP.SW,Lyxor Euro Corporate Bond UCITS ETF - Acc,EUR,"The investment objective of the MULTI UNITS LUXEMBOURG – Lyxor Euro Corporate Bond UCITS ETF (the “Sub-Fund”) is to track both the upward and the downward evolution of the Bloomberg Barclays MSCI EUR Corporate Liquid SRI Sustainable Index (the ”Index”) denominated in Euros and representative of the performance of the investment grade corporate bond market denominated in Euros, while minimizing the return of the Sub-Fund and the return of the Index (the “Tracking Error”).",,,Lyxor International Asset Management,EBS,ch_market
20996,LYDAX.SW,MULTI-UNITS LUXEMBOURG - Lyxor DAX (DR) UCITS ETF - Acc,EUR,"The Sub-Fund is an index-tracking UCITS passively managed. The Reference Currency of the Sub-Fund is the Euro (EUR). The investment objective of sub-fund is to track both the upward and the downward evolution of the DAXÂ® (the ""Index"") while minimising the volatility of the difference between the return of the Sub-Fund and the return of the Index (the âTracking Errorâ). The anticipated level of the tracking error under normal market conditions is expected to be up to 0.20%.",,,Lyxor International Asset Management,EBS,ch_market
20997,LYDSD.SW,Lyxor Daily ShortDAX x2 UCITS ETF Acc,EUR,"The Lyxor Daily ShortDAX x2 UCITS ETF is a UCITS compliant exchange traded fund that aims to track the benchmark index SHORTDAX X2 INDEX.The SHORTDAX X2 INDEX is linked to the performance of the DAX Index in an inverse way - a positive development of the SHORTDAX X2 INDEX will result in a negative change with a leveraged ratio of 2 and vice versa. In addition to double inverse DAX performance, the index also contains interest payments resulting from the investment strategy in three times the amount of the overnight rate. Interest accrues in the same amount for the investment volume as well as for the funds received from short-selling. SHORTDAX X2 INDEX is therefore an attractive investment not only in falling but also in sideways markets and periods where market trends are unclear.Lyxor ETFs are efficient investment vehicles listed on exchange that offer transparent, liquid and low-cost exposure to the underlying benchmark index.",,,Lyxor International Asset Management,EBS,ch_market
21002,LYEMBH.SW,Multi Units Luxembourg - Lyxor iBoxx $ Liquid Emerging Markets Sovereigns UCITS ETF,EUR,,,,,EBS,ch_market
