,symbol,name,currency,summary,category_group,category,family,exchange,market
23765,PAYF.TO,Purpose Enhanced Premium Yield Fund,CAD,The fund seeks to provide shareholders with long-term capital appreciation and high monthly income by investing in equity markets including by (a) writing cash covered put options to receive premiums and reduce the net cost of acquiring securities and (b) directly investing in equity securities and writing call options on these securities to receive dividends and premiums.,,,Purpose Investments,TOR,ca_market
23772,PBD.TO,Purpose Total Return Bond Fund Series ETF,CAD,"The fund seeks to achieve a positive total return in diverse market environments over time by tactically allocating its assets among a broad range of fixed income securities, including government debt, investment grade corporate debt and high yield debt.",,,Purpose Investments,TOR,ca_market
23918,PBI-B.TO,Purpose Best Ideas Fund Series ETF Non-Currency Hedged,CAD,The Purpose Best Ideas Fund seeks to provide shareholders with attractive long-term capital appreciation by investing in a high conviction portfolio of North American equities.,,,Purpose Investments,TOR,ca_market
23919,PBI.TO,Purpose Best Ideas Fund Series ETF,CAD,The fund seeks to provide shareholders with attractive long-term capital appreciation by investing in a portfolio of North American equities considered to be high conviction securities across a group of some of the worldâs most renowned investment managers. The group of investment managers is selected by the manager and the investment advisor.,,,Purpose Investments,TOR,ca_market
23940,PCON.TO,PIMCO Managed Conservative Bond Pool ETF,CAD,"The investment objective of the Fund is to achieve maximum total return, consistent with
preservation of capital and prudent investment management. The Fund invests primarily in units
of other mutual funds managed by PIMCO Canada (called the underlying funds), emphasizing
mutual funds that invest in fixed-income securities.
Any change to the fundamental investment objective must be approved by a majority of votes
cast at a meeting of unitholders called for that purpose.",,,PIMCO Global Advisors,TOR,ca_market
23941,PCOR.TO,PIMCO Managed Core Bond Pool ETF,CAD,"The investment objective of the Fund is to achieve maximum total return, consistent with
preservation of capital and prudent investment management. The Fund invests primarily in units
of other mutual funds managed by PIMCO Canada (called the underlying funds), emphasizing
mutual funds that invest in fixed-income securities.
Any change to the fundamental investment objectives must be approved by a majority of votes
cast at a meeting of unitholders called for that purpose.",,,PIMCO Global Advisors,TOR,ca_market
23948,PDC.TO,Invesco Canadian Dividend Index ETF,CAD,"PDC seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the NASDAQ Select Canadian Dividend Index, or any successor thereto. This Invesco ETF invests primarily in Canadian equity securities.",,,Invesco Investment Management,TOR,ca_market
23951,PDF.TO,Purpose Core Dividend Fund Series ETF,CAD,The fund seeks to provide shareholders with (i) long-term capital appreciation through investment in a portfolio of high quality North American dividend-paying equity securities; and (ii) monthly distributions. The fund invests in a portfolio of high quality North American dividend-paying equity securities based on a fundamental rules-based portfolio selection strategy that intends to create value and reduce risk over the investment period.,,,Purpose Investments,TOR,ca_market
23952,PDIV.TO,Purpose Enhanced Dividend Fund ETF shares,CAD,The fund seeks to provide shareholders with (i) consistent long-term capital appreciation with an attractive risk-adjusted rate of return investing in a portfolio of North American equities; and (ii) provide less volatility and low correlation to North American equity markets by hedging the fundâs exposure to overall market risk.,,,Purpose Investments,TOR,ca_market
23997,PFAE.TO,Picton Mahoney Fortified Active Extension Alternative Fund ETF,CAD,The investment objective of the Picton Mahoney Fortified Extension Alternative Fund (the âFundâ) is to provide long-term capital appreciation and to provide unitholders with an attractive risk-adjusted rate of return with similar volatility to the traditional equity market by taking long and short investment positions in an actively-managed portfolio comprised primarily of Canadian equity securities.,,,Picton Mahoney Asset Management,TOR,ca_market
24007,PFH-F.TO,Invesco Fundamental High Yield Corporate Bond Index ETF,CAD,"PFH seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the RAFIÂ® Bonds US High Yield 1-10 Index, or any successor thereto, on an unhedged basis, in the case of any unhedged units, or on a hedged basis, in the case of any hedged units. This Invesco ETF invests, directly or indirectly, primarily in high yield corporate bonds issued in the United States.",,,Invesco Investment Management,TOR,ca_market
24009,PFIA.TO,Picton Mahoney Fortified Income Alternative Fund ETF,CAD,"The investment objective of the Picton Mahoney Fortified Income Alternative Fund (the âFundâ) is to
maximize total return to unitholders through income and capital appreciation by investing primarily in global
fixed income securities while mitigating capital loss through shorting and other hedging strategies.",,,Picton Mahoney Asset Management,TOR,ca_market
24011,PFL.TO,Invesco 1-3 Year Laddered Floating Rate Note Index ETF,CAD,"PFL seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the FTSE Canada 1-3 Year Laddered Floating Rate Note Index, or any successor thereto. This Invesco ETF invests primarily in Canadian government and corporate investment-grade floating rate notes.",,,Invesco Investment Management,TOR,ca_market
24013,PFLS.TO,Picton Mahoney Fortified Long Short Alternative Fund Class ETF,CAD,The Fundâs objective is to provide consistent long-term capital appreciation with an attractive risk adjusted rate of return.,,,Picton Mahoney Asset Management,TOR,ca_market
24015,PFMN.TO,Picton Mahoney Fortified Market Neutral Alternative Fund ETF,CAD,The investment objective of the Picton Mahoney Fortified Market Neutral Alternative Fund (the âFundâ) is to provide consistent long-term capital appreciation and to provide unitholders with a risk-adjusted rate of return which outperforms its benchmark with less volatility than traditional equity markets and low correlation to major equity markets.,,,Picton Mahoney Asset Management,TOR,ca_market
24016,PFMS.TO,Picton Mahoney Fortified Multi-Strategy Alternative Fund ETF,CAD,The investment objective of the Picton Mahoney Fortified Multi-Strategy Alternative Fund (the âFundâ) is to provide consistent long-term capital appreciation and to provide unitholders with an attractive risk-adjusted rate of return.,,,Picton Mahoney Asset Management,TOR,ca_market
24022,PGB.NE,INVESCO 1-5 YEAR LADDERED ALL G,CAD,,,,,NEO,ca_market
24027,PGL.NE,INVESCO LONG TERM GOVERNMENT BO,CAD,,,,,NEO,ca_market
24037,PHE.TO,Purpose Tactical Hedged Equity Fund Series ETF,CAD,The fund seeks to provide shareholders with (i) consistent long-term capital appreciation with an attractive risk-adjusted rate of return investing in a portfolio of U.S. listed equities; and (ii) less volatility and low correlation to U.S. equity markets by hedging the fundâs exposure to overall market risk.,,,Purpose Investments,TOR,ca_market
24052,PHR.TO,Purpose Real Estate Income Fund ETF Share,CAD,The fund seeks to (i) provide shareholders with long-term capital appreciation by investing in a portfolio of real estate focused equity securities listed on major North American exchanges and (ii) reduce the risk of rising interest rates associated with real estate equity securities by tactically hedging the duration of the portfolio.,,,Purpose Investments,TOR,ca_market
24054,PHW.TO,Purpose International Tactical Hedged Equity Fd Ser ETF,CAD,The fund seeks to provide shareholders with (i) consistent long-term capital appreciation with an attractive risk-adjusted rate of return investing in a portfolio of international listed equities; and (ii) provide less volatility and low correlation to international equity markets by hedging the fundâs exposure to overall market risk.,,,Purpose Investments,TOR,ca_market
24056,PIB.NE,INVESCO 1-10 YEAR LADDERED INVE,CAD,,,,,NEO,ca_market
24061,PID.TO,Purpose International Dividend Fund Series ETF,CAD,The fund seeks to provide unitholders with (i) long-term capital appreciation through investment in a portfolio of high quality international dividend-paying equity securities; and (ii) monthly distributions.,,,Purpose Investments,TOR,ca_market
24185,PIN.TO,Purpose Monthly Income Fund Series ETF,CAD,"The fund seeks to (i) maximize total return, consisting of dividend income and capital appreciation by tactically investing in a broad range of asset classes which may include equity, fixed income and inflation sensitive securities and cash; and (ii) provide shareholders with stable monthly distributions.",,,Purpose Investments,TOR,ca_market
24186,PINC.TO,Purpose Multi-Asset Income Fund ETF,CAD,"The investment objectives of the fund are to generate a high level of income and long-term capital growth by investing primarily in a mix of income-producing securities, including but not limited to, equity securities, common and preferred shares, real estate investment trusts (REITs), convertible securities, investment grade fixed income securities, higher yielding, lower quality fixed income securities, floating rate debt instruments and asset-backed securities and mortgage-backed securities, which may be located anywhere in the world.",,,Purpose Investments,TOR,ca_market
24188,PINV.TO,Purpose Global Innovators Fund ETF,CAD,"The fund seeks to provide shareholders with long term capital growth through the selection, management and strategic sector rotation and trading of global positions in equity, debt and derivative securities. The fund may have exposure to all sectors of the economy, with the ability to focus its assets in specific industry sectors and asset classes based on analysis of business cycles, industry sectors and market outlook. The fund will be global in nature and invest in small, medium and large cap companies.",,,Purpose Investments,TOR,ca_market
24338,PLDI.TO,PIMCO Low Duration Monthly Income Fund (Canada) ETF Series,CAD,"PIMCO Low Duration Monthly Income Fund (Canada) has a primary portfolio of fixed income securities across a global opportunity set (duration varies from 0 to 3 years). The fundâs primary investment objective is to maximize current income. Long-term capital appreciation is a secondary objective. Designed for investors who need steady income with low interest rate exposure, the fund takes a broad-based approach to investing in income-generating bonds. While generating attractive current income is a primary goal, the fund also seeks long-term capital appreciation and compelling risk-adjusted returns with a low duration level. The fund also aims to preserve capital, maintain quality and lower interest rate risk.",,,PIMCO Global Advisors,TOR,ca_market
24344,PLV.TO,Invesco Low Volatility Portfolio ETF,CAD,"PLV seeks to generate capital growth and modest income over the long term by investing, directly or indirectly, primarily in global equity securities and fixed-income securities.",,,Invesco Investment Management,TOR,ca_market
24393,PMIF-U.TO,PIMCO Monthly Income US$ ETF,USD,The investment objective of the Fund is to maximize current income consistent with preservation of capital and prudent investment management. Long-term capital appreciation is a secondary objective. It invests primarily in a diversified portfolio of non-Canadian dollar Fixed Income Instruments of varying maturities.,,,PIMCO Global Advisors,TOR,ca_market
24394,PMIF.TO,PIMCO Monthly Income ETF,CAD,The investment objective of the Fund is to maximize current income consistent with preservation of capital and prudent investment management. Long-term capital appreciation is a secondary objective. It invests primarily in a diversified portfolio of non-Canadian dollar Fixed Income Instruments of varying maturities.,,,PIMCO Global Advisors,TOR,ca_market
24396,PMM.TO,Purpose Multi-Strategy Market Neutral Fund Series ETF,CAD,"The fund seeks to provide unitholders with positive absolute returns that are not correlated to the broader securities markets. The fund will utilize a multi-strategy approach by allocating its assets across various asset classes including equities, currencies and commodities.",,,Purpose Investments,TOR,ca_market
24398,PMNT.TO,PIMCO Global Short Maturity Fund (Canada) ETF Series,CAD,"PIMCO Global Short Maturity Fund (Canada) has a primary portfolio of non-Canadian dollar short term, fixed income securities that are investment grade-rated (average duration is less than or equal to 1 year). An actively managed enhanced cash strategy that seeks to dynamically manage risk and liquidity, the fund invests in a wide range of short-dated securities such as U.S. Treasury and agency securities, investment grade credit and high quality structured credit. The fundâs ultra-short duration is more resistant to interest rate fluctuations than longer-term bonds, resulting in generally lower price volatility. The fundâs guidelines prohibit investing in high yield securities and limits exposure to other fixed income sectors that may increase volatility.",,,PIMCO Global Advisors,TOR,ca_market
24418,PPS.TO,Invesco Canadian Preferred Share Index ETF,CAD,"PPS seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the NASDAQ Select Canadian Preferred Share Index, or any successor thereto. This - 11 - Invesco ETF invests primarily in preferred shares issued in Canada.",,,Invesco Investment Management,TOR,ca_market
24429,PR.TO,Lysander-Slater Preferred Share ActivETF,CAD,ActivETF seeks to generate income while preserving investor capital by investing primarily in preferred shares of Canadian entities that are listed on a Canadian stock exchange.,,,Lysander Funds,TOR,ca_market
24489,PRA.TO,Purpose Diversified Real Asset Fund Series ETF,CAD,"The fund seeks to provide shareholders with exposure to a diversified portfolio of asset classes that are directly or indirectly linked to physical assets with positive correlation to inflation and are expected to maintain their real (after inflation) value over time. These assets may include precious metals and related equities; industrial, energy and agricultural commodities and related equities; real estate investment trusts (REITs); emerging market (EM) currencies; real return bonds and treasury inflation-protected securities (TIPS); and cash.",,,Purpose Investments,TOR,ca_market
24539,PREF.TO,Evolve Dividend Stability Preferred Share Index ETF,CAD,"PREF seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Solactive Dividend Stability Canada Preferred Share Index, or any successor thereto. PREF invests primarily in preferred equity securities of companies listed in Canada.",,,Evolve Funds Group,TOR,ca_market
24568,PRP.TO,Purpose Conservative Income Fund Series ETF,CAD,"The fund seeks to provide (i) a moderate positive total return consisting of dividend income and capital appreciation, while trying to reduce portfolio volatility and (ii) monthly distributions, by investing in a broad range of asset classes which may include equities, fixed income, inflation sensitive securities and cash.",,,Purpose Investments,TOR,ca_market
24600,PSA.TO,Purpose High Interest Savings ETF,CAD,The fund seeks to maximize monthly income for unitholders while preserving capital and liquidity by investing in high interest deposit accounts.,,,Purpose Investments,TOR,ca_market
24670,PSU-U.TO,Purpose US Cash Fund,USD,The fund seeks to maximize U.S. dollar monthly income for shareholders while preserving capital and liquidity by investing primarily in high interest deposit accounts and high-quality money market securities denominated in U.S. dollars and generally with term to maturity not exceeding one year.,,,Purpose Investments,TOR,ca_market
24674,PSY-U.TO,Invesco Global Shareholder Yield ETF USD,USD,"PSY seeks to generate income and capital growth over the long term by investing, directly or indirectly, primarily in equities from developed markets globally.",,,Invesco Investment Management,TOR,ca_market
24675,PSY.TO,Invesco Global Shareholder Yield ETF CAD,CAD,"PSY seeks to generate income and capital growth over the long term by investing, directly or indirectly, primarily in equities from developed markets globally.",,,Invesco Investment Management,TOR,ca_market
24676,PSYK.NE,Horizons Psychedelic Stock Index ETF,CAD,,,,,NEO,ca_market
24691,PUD-B.TO,Purpose US Dividend Fund Series ETF Non-Currency Hedged,CAD,The Purpose US Dividend Fund seeks to provide shareholders with: (i) long-term capital appreciation through investment in a portfolio of high quality U.S. listed dividend-paying equity securities; and (ii) monthly cash distributions.,,,Purpose Investments,TOR,ca_market
24692,PUD.TO,Purpose US Dividend Fund Series ETF,CAD,The fund seeks to provide unitholders with (i) long-term capital appreciation through investment in a portfolio of high quality U.S. listed dividend-paying equity securities; and (ii) monthly distributions.,,,Purpose Investments,TOR,ca_market
24755,PXC.TO,Invesco FTSE RAFI Canadian Index ETF,CAD,"PXC seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the FTSE RAFIÂ® Canada Index, or any successor thereto. This Invesco ETF invests, directly or indirectly, primarily in Canadian equity securities.",,,Invesco Investment Management,TOR,ca_market
24758,PXG-U.TO,Invesco FTSE RAFI Global+ Index ETF USD,USD,"PXG seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the FTSE RAFIÂ® All World 3000 Index, or any successor thereto. This Invesco ETF invests, directly or indirectly, primarily in companies with the highest fundamental weightings from across both developed and emerging markets globally.",,,Invesco Investment Management,TOR,ca_market
24759,PXG.TO,Invesco FTSE RAFI Global+ Index ETF CAD,CAD,"PXG seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the FTSE RAFIÂ® All World 3000 Index, or any successor thereto. This Invesco ETF invests, directly or indirectly, primarily in companies with the highest fundamental weightings from across both developed and emerging markets globally.",,,Invesco Investment Management,TOR,ca_market
24764,PXS.TO,Invesco FTSE RAFI U.S. Index ETF II CAD,CAD,"PXS seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the FTSE RAFIÂ® US 1000 Index, or any successor thereto, on an unhedged basis, in the case of any unhedged units, or on a hedged basis, in the case of any hedged units. This Invesco ETF invests, directly or indirectly, primarily in U.S. equity securities.",,,Invesco Investment Management,TOR,ca_market
24765,PXU-F.TO,Invesco FTSE RAFI U.S. Index ETF,CAD,"PXU seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the FTSE RAFIÂ® US 1000 Index, or any successor thereto, on an unhedged basis, in the case of any unhedged units, or on a hedged basis, in the case of any hedged units. This Invesco ETF invests, directly or indirectly, primarily in U.S. equity securities.",,,Invesco Investment Management,TOR,ca_market
24767,PYF-B.TO,Purpose Premium Yield Fund ETF - Class B Non-Currency Hedged,CAD,The Purpose Premium Yield Fund seeks to provide shareholders with (i) high monthly income and (ii) long-term capital appreciation. The fund will achieve its investment objectives primarily by investing in the equity markets including by (i) writing cash covered put options to reduce the net cost of acquiring securities and receive premiums and (ii) directly investing in equity securities and writing call options on these securities to receive dividends and premiums.,,,Purpose Investments,TOR,ca_market
24768,PYF-U.TO,Purpose Premium Yield Fund ETF - Class U USD Units,USD,The fund seeks to provide shareholders with (i) high monthly income and (ii) long-term capital appreciation. The fund will achieve its investment objectives primarily by investing in the equity markets including by (i) writing cash covered put options to reduce the net cost of acquiring securities and receive premiums and (ii) directly investing in equity securities and writing call options on these securities to receive dividends and premiums.,,,Purpose Investments,TOR,ca_market
24769,PYF.TO,Purpose Premium Yield Fund Series ETF,CAD,The fund seeks to provide shareholders with (i) high monthly income and (ii) long-term capital appreciation. The fund will achieve its investment objectives primarily by investing in the equity markets including by (i) writing cash covered put options to reduce the net cost of acquiring securities and receive premiums and (ii) directly investing in equity securities and writing call options on these securities to receive dividends and premiums.,,,Purpose Investments,TOR,ca_market
24775,PZC.TO,Invesco FTSE RAFI Canadian Small-Mid Index ETF,CAD,"PZC seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the FTSE RAFIÂ® Canada Mid-Small Index, or any successor thereto. This Invesco ETF invests, directly or indirectly, primarily in Canadian equity securities of small and medium-sized companies.",,,Invesco Investment Management,TOR,ca_market
24778,PZW-F.TO,Invesco FTSE RAFI Global Small-Mid ETF CAD Hedged,CAD,"PZW seeks to generate capital growth over the long term by investing, directly or indirectly, primarily in equities of small- and medium-sized companies from developed markets globally.",,,Invesco Investment Management,TOR,ca_market
24779,PZW-U.TO,Invesco FTSE RAFI Global Small-Mid ETF USD,USD,"PZW seeks to generate capital growth over the long term by investing, directly or indirectly, primarily in equities of small- and medium-sized companies from developed markets globally.",,,Invesco Investment Management,TOR,ca_market
24780,PZW.TO,Invesco FTSE RAFI Global Small-Mid ETF CAD,CAD,"PZW seeks to generate capital growth over the long term by investing, directly or indirectly, primarily in equities of small- and medium-sized companies from developed markets globally.",,,Invesco Investment Management,TOR,ca_market
24787,QAH.TO,Mackenzie US Large Cap Equity Index ETF (CAD-Hedged),CAD,"Mackenzie US Large Cap Equity Index ETF (CAD-Hedged) seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Solactive US Large Cap Hedged to CAD Index, or any successor thereto. It invests primarily in U.S. equity securities, either directly or indirectly, with its foreign currency exposure hedged back to the Canadian dollar.",,,Mackenzie Investments,TOR,ca_market
24793,QBB.TO,Mackenzie Canadian Aggregate Bond Index ETF,CAD,"Mackenzie Canadian Aggregate Bond Index ETF seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Solactive Canadian Select Universe Bond Index, or any successor thereto. It invests primarily in Canadian investment-grade bonds, including government, quasi-government and corporate bonds.",,,Mackenzie Investments,TOR,ca_market
24795,QBTL.TO,AGFiQ US Market Neutral Anti-Beta CAD-Hedged ETF,CAD,"The AGFiQ US Market Neutral Anti-Beta CAD-Hedged ETF seeks performance results that correspond to the price and yield performance, before fees and expenses, of the Dow Jones U.S. Thematic Market Neutral Anti-Beta Index (CAD-Hedged) (âTarget Anti-Beta Indexâ).",,,AGF Investments,TOR,ca_market
24798,QCB.NE,MACKENZIE CANADIAN ALL CORPORAT,CAD,,,,,NEO,ca_market
24799,QCD.TO,AGFiQ Canadian Equity ETF,CAD,"The AGFiQ Canadian Equity ETF seeks to provide long-term capital appreciation with reduced volatility, over a full market cycle, by investing primarily in equity securities of issuers in Canada.",,,AGF Investments,TOR,ca_market
24800,QCE.TO,Mackenzie Canadian Large Cap Equity Index ETF,CAD,"Mackenzie Canadian Large Cap Equity Index ETF seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Solactive Canada Large Cap Index, or any successor thereto. It invests primarily in Canadian equity securities.",,,Mackenzie Investments,TOR,ca_market
24803,QCH.NE,MACKENZIE CHINA A-SHARES CSI 30,CAD,,,,,NEO,ca_market
24813,QCLN.TO,First Trust NASDAQ Clean Edge Green Energy ETF,CAD,,,,,TOR,ca_market
24816,QCN.TO,Mackenzie Canadian Equity Index ETF,CAD,"Mackenzie Canadian Equity Index ETF seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Solactive Canada Broad Market Index, or any successor thereto. It invests primarily in Canadian equity securities.",,,Mackenzie Investments,TOR,ca_market
24940,QDX.TO,Mackenzie International Equity Index ETF,CAD,"Mackenzie International Equity Index ETF seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Solactive GBS Developed Markets ex North America Large & Mid Cap CAD Index, or any successor thereto. It invests primarily in equity securities of developed countries outside of Canada and the U.S.",,,Mackenzie Investments,TOR,ca_market
24941,QDXB.TO,Mackenzie Developed ex-North America Aggregate Bond Index ETF (CAD-Hedged),CAD,"Seeks to replicate, to the extent possible and before fees and expenses, the performance of the Solactive Ex-North America DM Select Global Aggregate Bond Hedged to CAD Index, or any successor thereto. It invests primarily in investment grade fixed-income securities of issuers within developed world markets, excluding North America. Foreign currency exposure is hedged back to the Canadian dollar.",,,Mackenzie Investments,TOR,ca_market
24942,QDXH.TO,Mackenzie International Equity Index ETF (CAD-Hedged),CAD,"Mackenzie International Equity Index ETF (CAD-Hedged) seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Solactive GBS Developed Markets ex North America Large &
Mid Cap Hedged to CAD Index, or any successor thereto. It invests primarily in equity securities of developed countries outside of Canada and the U.S., either directly or indirectly, with its foreign currency hedged back to the
Canadian dollar.",,,Mackenzie Investments,TOR,ca_market
24944,QEBH.TO,Mackenzie Emerging Markets Bond Index ETF (CAD-Hedged),CAD,"The investment seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Solactive EM USD Govt & Govt Related Bond Select CAD Hedged NTR Index or any successor thereto. It invests primarily in U.S denominated, emerging market government bonds and government related bonds. Foreign currency exposure is hedged back to the Canadian dollar.",,,Mackenzie Investments,TOR,ca_market
24945,QEBL.TO,Mackenzie Emerging Markets Local Currency Bond Index ETF,CAD,"The investment seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Solactive EM Local Currency Government Bond Select NTR Index, or any successor thereto. It invests primarily in local currency denominated, emerging market government bonds.",,,Mackenzie Investments,TOR,ca_market
24947,QEF.NE,AGFiQ Global ESG Factors ETF,CAD,,,,AGF Investments,NEO,ca_market
24949,QEM.TO,AGFiQ Emerging Markets Equity ETF,CAD,"The AGFiQ Emerging Markets Equity ETF seeks to provide long-term capital appreciation with reduced volatility, over a full market cycle, by investing primarily in equity securities of emerging market issuers.",,,AGF Investments,TOR,ca_market
24953,QGB.NE,AGFiQ Global Multi-Sector Bond ETF,CAD,,,,AGF Investments,NEO,ca_market
24956,QHY.TO,Mackenzie US High Yield Bond Index ETF (CAD-Hedged),CAD,"Mackenzie US High Yield Bond Index ETF (CAD-Hedged) seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Solactive USD High Yield Corporates Total Market Hedged to CAD Index, or any successor thereto. It invests primarily in high-yield rated corporate bonds issued in U.S. dollars, either directly or indirectly, with its foreign currency exposure hedged back to the Canadian dollar.",,,Mackenzie Investments,TOR,ca_market
24959,QIE.TO,AGFiQ International Equity ETF,CAD,"The AGFiQ International Equity ETF seeks to provide long-term capital appreciation with reduced volatility, over a full market cycle, by investing primarily in equity securities of issuers in Europe, Australasia and the Far East.",,,AGF Investments,TOR,ca_market
24960,QIF.NE,AGFiQ GLOBAL INFRASTRUCTURE ETF,CAD,,,,AGF Investments,NEO,ca_market
24961,QINF.TO,Mackenzie Global Infrastructure Index ETF,CAD,"Mackenzie Global Infrastructure Index ETF seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Solactive Global Infrastructure Select Index, or any successor thereto. It invests primarily in equity securities of global infrastructure companies in both developed and emerging markets.",,,Mackenzie Investments,TOR,ca_market
24977,QMA.TO,AGFiQ Global Balanced ETF Portfolio,CAD,"The AGFiQ Global Balanced ETF Portfolio seeks to provide long-term capital appreciation with reduced volatility by investing, directly or indirectly, including through exchange-traded funds (âETFsâ), in global equity and fixed income securities including securities related to non-traditional asset classes.",,,AGF Investments,TOR,ca_market
24983,QMY.TO,AGFiQ Global Income ETF Portfolio,CAD,"The AGFiQ Global Income ETF Portfolio seeks to generate capital growth and regular income by investing, directly or indirectly, including through ETFs, in global equity and fixed income securities including securities related to non-traditional asset classes.",,,AGF Investments,TOR,ca_market
24990,QQC-F.TO,Invesco NASDAQ 100 Index ETF,CAD,"QQC seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the NASDAQ -100 Index, or any successor thereto, on an unhedged basis, in the case of any unhedged units, or on a hedged basis, in the case of any hedged units. This Invesco ETF invests, directly or indirectly,",,,Invesco Investment Management,TOR,ca_market
25006,QRET.TO,Mackenzie Developed Markets Real Estate Index ETF,CAD,"Mackenzie Developed Markets Real Estate Index ETF seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Solactive GBS Developed Markets Real Estate CAD Index, or any successor thereto. It invests primarily in equity securities of real estate development companies and Real Estate Investment Trusts in developed markets.",,,Mackenzie Investments,TOR,ca_market
25009,QSB.TO,Mackenzie Canadian Short-Term Bond Index ETF,CAD,"Mackenzie Canadian Short-Term Bond Index ETF seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Solactive Canadian Select Short-Term Bond Index, or any successor thereto. It invests primarily in Canadian investment-grade bonds.",,,Mackenzie Investments,TOR,ca_market
25015,QTIP.NE,MACKENZIE US TIPS INDEX ETF (CA,CAD,,,,,NEO,ca_market
25020,QUB.TO,Mackenzie U.S. Aggregate Bond Index ETF (CAD-Hedged),CAD,"Seeks to replicate, to the extent possible and before fees and expenses, the performance of the Solactive US Aggregate Bond Hedged to CAD Index, or any successor thereto. It invests primarily in U.S. investment grade fixed income securities. Foreign currency exposure is hedged back to the Canadian dollar.",,,Mackenzie Investments,TOR,ca_market
25031,QUIG.TO,Mackenzie US Investment Grade Corporate Bond Index ETF (CAD-Hedged),CAD,"Mackenzie US Investment Grade Corporate Bond Index ETF (CAD-Hedged) seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Solactive Select USD Investment Grade Corporate Hedged to CAD Index, or any successor thereto. It invests primarily in investment-grade corporate bonds issued in U.S. dollars, either directly or indirectly, with its foreign currency exposure hedged back to the Canadian dollar.",,,Mackenzie Investments,TOR,ca_market
25035,QUS.TO,AGFiQ U.S. Equity ETF,CAD,"The AGFiQ US Equity ETF seeks to provide long-term capital appreciation with reduced volatility, over a full market cycle, by investing primarily in equity securities of issuers in the United States.",,,AGF Investments,TOR,ca_market
25036,QUU-U.TO,Mackenzie US Large Cap Equity Index ETF USD,USD,"Mackenzie US Large Cap Equity Index ETF seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Solactive US Large Cap Index, or any successor thereto. It invests primarily in US equity securities.",,,Mackenzie Investments,TOR,ca_market
25037,QUU.TO,Mackenzie US Large Cap Equity Index ETF,CAD,"Mackenzie US Large Cap Equity Index ETF seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Solactive US Large Cap Index, or any successor thereto. It invests primarily in US equity securities.",,,Mackenzie Investments,TOR,ca_market
25053,QXM.TO,CI Morningstar National Bank Qu&#195;&#169;bec Index ETF Common,CAD,"The ETF has been designed to replicate, to the extent possible, the performance of the MorningstarÂ® National Bank QuÃ©bec Indexâ¢, net of expenses. The ETF invests in equity securities of issuers with a minimum float capitalization of $150 million and which are headquartered in the Province of QuÃ©bec.",,,CI Investments,TOR,ca_market
25085,RA-UN.TO,Middlefield Global Real Asset Fund,CAD,,,,,TOR,ca_market
25092,RBDI.TO,RBC BlueBay Global Diversified Income (CAD Hedged) ETF,CAD,"RBC BlueBay Global Diversified Income (CAD Hedged) ETF seeks to provide unitholders with exposure to the performance of a diversified portfolio of global bonds that provide regular monthly income and total returns comprised of interest income and modest capital appreciation, while seeking to minimize the exposure to currency fluctuations between foreign currencies and the Canadian dollar.",,,RBC Global Asset Management,TOR,ca_market
